date,price
2023-07-28 04:36:05,60990.0
2023-07-29 08:50:48,60990.0
2023-07-31 12:57:50,60990.0
2023-08-01 11:28:15,72384.0
2023-08-01 18:52:17,58990.0
2023-08-02 20:52:13,58990.0
2023-08-03 04:40:11,59600.0
2023-08-03 06:47:19,58990.0
2023-08-03 06:52:58,72384.0
2023-08-03 08:48:44,58990.0
2023-08-07 07:15:04,58990.0
2023-08-08 07:15:38,58990.0
2023-08-09 08:58:38,58990.0
2023-08-09 18:45:07,59990.0
2023-08-10 20:48:55,59990.0
2023-08-11 20:49:16,59990.0
2023-08-12 20:50:17,59990.0
2023-08-13 20:50:39,59990.0
2023-08-14 20:51:15,59990.0
2023-08-15 20:51:47,59990.0
2023-08-17 01:49:43,59990.0
2023-08-18 01:56:49,59990.0
2023-08-19 05:11:44,59990.0
2023-08-20 06:32:21,59990.0
2023-08-21 07:16:46,59990.0
2023-08-22 07:17:09,59990.0
2023-08-23 07:17:11,59990.0
2023-08-24 07:17:11,59990.0
2023-08-24 08:55:10,59990.0
2023-08-25 06:15:11,59990.0
2023-08-26 07:17:15,59990.0
2023-08-27 07:17:46,59990.0
2023-08-28 07:17:49,59990.0
2023-08-29 07:18:05,59990.0
2023-08-30 01:31:15,60990.0
2023-08-30 19:17:36,59990.0
2023-08-31 03:15:12,59990.0
2023-09-01 08:05:14,59990.0
2023-09-02 00:53:17,60990.0
2023-09-02 00:57:18,60990.0
2023-09-03 04:33:24,60990.0
2023-09-04 03:18:16,59990.0
2023-09-04 07:18:00,59990.0
2023-09-05 04:54:22,59990.0
2023-09-06 04:18:32,59990.0
2023-09-07 04:16:34,59990.0
2023-09-08 04:20:33,59990.0
2023-09-09 04:34:27,59990.0
2023-09-10 03:56:23,59990.0
2023-09-11 04:20:40,59990.0
2023-09-12 04:32:36,59990.0
2023-09-13 04:20:41,59990.0
2023-09-14 04:19:16,59990.0
2023-09-15 04:18:51,59990.0
2023-09-16 04:19:06,59990.0
2023-09-17 04:19:34,59990.0
2023-09-18 04:19:26,59990.0
2023-09-19 04:18:58,59990.0
2023-09-20 04:19:01,59990.0
2023-09-21 04:16:39,59990.0
2023-09-22 04:19:09,59990.0
2023-09-23 06:19:06,59990.0
2023-09-24 04:42:55,59990.0
2023-09-25 04:16:41,59990.0
2023-09-26 04:22:39,59990.0
2023-09-27 08:44:59,59490.0
2023-09-28 14:52:42,59490.0
2023-09-29 07:13:26,59490.0
2023-09-30 19:14:48,59990.0
2023-10-01 04:37:10,59990.0
2023-10-02 04:34:34,59990.0
2023-10-03 04:25:15,59990.0
2023-10-04 04:49:15,59990.0
2023-10-07 07:34:33,60990.0
2023-10-07 20:01:38,56990.0
2023-10-08 00:02:09,56990.0
2023-10-09 01:02:05,56990.0
2023-10-10 12:26:17,56990.0
2023-10-11 11:16:19,56990.0
2023-10-12 12:50:10,56990.0
2023-10-13 06:12:24,59990.0
2023-10-14 08:47:59,54990.0
2023-10-14 09:38:19,54990.0
2023-10-15 04:23:50,54990.0
2023-11-14 09:54:56,55990.0
2023-12-23 05:41:44,70988.0
2024-01-05 14:19:44,58490.0
2024-01-06 02:40:29,49567.8
2024-01-07 05:35:37,58490.0
2024-01-08 09:52:30,58490.0
2024-01-13 09:33:23,55990.0
2024-01-14 00:05:21,55990.0
2024-01-15 04:32:09,55990.0
2024-01-16 01:40:18,55990.0
2024-01-21 13:00:18,56990.0
2024-01-22 04:06:36,56990.0
2024-01-23 01:36:01,56990.0
2024-02-05 07:19:31,71268.0
2024-02-06 15:24:35,56990.0
2024-02-25 05:33:29,57490.0
2024-02-27 02:55:39,56990.0
2024-02-28 02:40:16,56990.0
2024-02-29 07:33:18,56990.0
2024-03-01 01:55:41,56990.0
2024-03-02 03:20:47,56990.0
2024-03-03 04:35:57,56990.0
2024-03-04 05:48:02,56990.0
2024-03-05 02:10:42,56990.0
2024-03-06 01:31:15,56990.0
2024-03-07 02:30:47,56990.0
2024-03-08 01:55:28,56990.0
2024-03-09 02:20:33,56990.0
2024-03-10 01:25:12,64128.0
2024-03-11 01:40:29,64128.0
2024-03-12 01:15:35,56990.0
2024-03-13 02:10:44,56990.0
2024-03-14 01:45:38,56990.0
2024-03-15 01:10:19,56990.0
2024-03-16 02:20:43,56990.0
2024-03-17 01:15:24,56990.0
2024-03-18 01:40:31,56990.0
2024-03-19 01:20:16,56990.0
2024-03-20 00:10:18,56990.0
2024-03-21 05:36:16,56990.0
2024-03-22 00:15:18,56990.0
2024-03-23 13:35:24,48296.61
2024-03-24 00:25:19,56990.0
2024-03-25 01:20:21,56990.0
2024-03-26 02:55:29,56990.0
2024-03-27 02:00:55,56990.0
2024-03-28 03:20:36,56990.0
2024-03-29 03:21:02,56990.0
2024-03-30 03:10:28,56990.0
2024-03-31 02:20:38,56990.0
2024-04-01 09:01:47,56990.0
2024-04-02 08:05:44,56990.0
2024-04-04 13:47:13,56990.0
2024-04-05 00:25:15,56990.0
2024-04-09 05:52:01,56990.0
2024-04-12 17:45:48,56990.0
2024-04-13 04:01:04,56990.0
2025-01-14 15:40:02,53999.0
